transaction_id,sender_id,receiver_id,amount_inr,date,method
T01378,P0360,P0312,8365.94,2026-08-11,BANK_TRANSFER
T01379,P0270,P0113,2242.86,2026-04-16,BANK_TRANSFER
T01380,P0248,P0459,15690.45,2026-03-24,BANK_TRANSFER
T01381,P0378,P0063,6262.54,2026-06-09,UPI
T01382,P0084,P0132,2464.32,2026-02-06,BANK_TRANSFER
T01383,P0497,P0391,20452.22,2026-01-23,UPI
T01384,P0437,P0270,2242.68,2026-04-09,UPI
T01385,P0096,P0148,6592.42,2026-08-05,UPI
T01386,P0118,P0500,4625.94,2026-08-05,UPI
T01387,P0228,P0153,10315.4,2026-02-20,BANK_TRANSFER
T01388,P0177,P0111,12698.12,2026-08-02,CARD
T01389,P0027,P0439,3735.37,2026-07-08,UPI
T01390,P0121,P0306,1992.74,2026-08-15,UPI
T01391,P0116,P0490,5260.48,2026-06-06,UPI
T01392,P0001,P0272,2117.15,2026-06-17,UPI
T01393,P0496,P0328,18227.92,2026-08-12,BANK_TRANSFER
T01394,P0350,P0476,4061.18,2026-03-14,UPI
T01395,P0082,P0486,2718.25,2026-02-17,CARD
T01396,P0144,P0410,4220.65,2026-06-04,CARD
T01397,P0032,P0286,1239.3,2026-06-25,CARD
T01398,P0289,P0362,1673.56,2026-02-17,UPI
T01399,P0467,P0052,9512.21,2026-05-06,CARD
T01400,P0062,P0255,2152.71,2026-04-10,UPI
T01401,P0400,P0329,1575.73,2026-01-14,BANK_TRANSFER
T01402,P0098,P0103,5593.29,2026-06-11,UPI
T01403,P0416,P0159,9400.92,2026-04-07,BANK_TRANSFER
T01404,P0289,P0347,6471.5,2026-08-23,UPI
T01405,P0394,P0306,8077.5,2026-08-05,CARD
T01406,P0007,P0139,1987.36,2026-01-27,CARD
T01407,P0346,P0484,1167.42,2026-04-06,BANK_TRANSFER
T01408,P0076,P0142,12101.28,2026-04-27,CARD
T01409,P0498,P0396,2812.58,2026-01-28,UPI
T01410,P0314,P0331,2978.97,2026-02-22,CARD
T01411,P0495,P0391,10536.02,2026-08-08,UPI
T01412,P0193,P0099,5681.58,2026-04-05,BANK_TRANSFER
T01413,P0332,P0117,5243.32,2026-01-22,CARD
T01414,P0336,P0408,20578.49,2026-08-25,UPI
T01415,P0157,P0131,2175.87,2026-08-17,UPI
T01416,P0430,P0294,7648.56,2026-01-16,UPI
T01417,P0459,P0070,3810.86,2026-02-06,BANK_TRANSFER
T01418,P0254,P0318,4513.71,2026-07-20,UPI
T01419,P0026,P0076,12366.85,2026-05-28,UPI
T01420,P0292,P0258,5465.82,2026-03-16,UPI
T01421,P0144,P0149,5600.64,2026-06-06,UPI
T01422,P0226,P0197,8587.01,2026-02-12,UPI
T01423,P0418,P0464,2719.05,2026-04-03,UPI
T01424,P0479,P0397,1860.56,2026-08-16,CARD
T01425,P0296,P0183,1578.38,2026-02-14,BANK_TRANSFER
T01426,P0184,P0438,755.15,2026-01-04,CARD
T01427,P0025,P0027,18863.15,2026-06-09,BANK_TRANSFER
T01428,P0499,P0011,1506.33,2026-03-15,BANK_TRANSFER
T01429,P0200,P0031,3050.31,2026-02-22,UPI
T01430,P0114,P0050,2917.7,2026-07-05,BANK_TRANSFER
T01431,P0432,P0242,4656.06,2026-06-03,UPI
T01432,P0018,P0010,6992.47,2026-04-13,BANK_TRANSFER
T01433,P0385,P0276,7247.26,2026-06-16,BANK_TRANSFER
T01434,P0123,P0300,2283.67,2026-08-21,UPI
T01435,P0281,P0139,3185.3,2026-08-21,UPI
T01436,P0382,P0355,4564.5,2026-05-26,BANK_TRANSFER
T01437,P0258,P0039,2984.08,2026-07-08,UPI
T01438,P0475,P0091,13172.37,2026-02-06,CARD
T01439,P0413,P0040,5392.58,2026-03-07,BANK_TRANSFER
T01440,P0100,P0437,6554.47,2026-08-05,BANK_TRANSFER
T01441,P0423,P0058,6187.62,2026-02-05,CARD
T01442,P0340,P0267,9309.39,2026-01-24,UPI
T01443,P0489,P0387,4208.31,2026-02-02,UPI
T01444,P0195,P0079,1290.18,2026-04-15,UPI
T01445,P0186,P0019,5012.8,2026-07-26,BANK_TRANSFER
T01446,P0345,P0151,2162.27,2026-03-22,BANK_TRANSFER
T01447,P0082,P0443,2385.36,2026-03-19,UPI
T01448,P0167,P0145,5820.21,2026-07-11,CARD
T01449,P0345,P0143,9804.79,2026-08-13,UPI
T01450,P0416,P0040,3703.44,2026-07-20,UPI
T01451,P0153,P0190,4661.38,2026-06-20,UPI
T01452,P0106,P0198,14211.01,2026-06-08,BANK_TRANSFER
T01453,P0383,P0474,4414.29,2026-05-06,UPI
T01454,P0226,P0082,29183.14,2026-05-14,BANK_TRANSFER
T01455,P0232,P0444,5723.91,2026-07-24,UPI
T01456,P0086,P0210,890.15,2026-08-13,UPI
T01457,P0253,P0156,6652.0,2026-08-19,UPI
T01458,P0143,P0413,4939.04,2026-06-25,BANK_TRANSFER
T01459,P0482,P0086,10216.94,2026-03-10,CARD
T01460,P0388,P0088,6238.81,2026-01-12,CARD
T01461,P0401,P0219,3259.19,2026-05-05,BANK_TRANSFER
T01462,P0148,P0310,1367.26,2026-08-18,UPI
T01463,P0193,P0140,3080.3,2026-04-16,UPI
T01464,P0317,P0432,1843.8,2026-07-02,CARD
T01465,P0332,P0097,2288.34,2026-05-28,CARD
T01466,P0319,P0249,5830.53,2026-04-03,UPI
T01467,P0220,P0024,13848.38,2026-02-12,BANK_TRANSFER
T01468,P0434,P0176,4992.73,2026-04-19,CARD
T01469,P0190,P0095,1398.69,2026-02-04,CARD
T01470,P0328,P0375,5196.2,2026-06-09,UPI
T01471,P0131,P0003,9483.47,2026-02-12,UPI
T01472,P0347,P0380,2235.4,2026-05-07,CARD
T01473,P0239,P0313,3270.79,2026-01-23,CARD
T01474,P0213,P0429,3683.99,2026-01-17,CARD
T01475,P0124,P0174,1943.18,2026-06-12,CARD
T01476,P0331,P0486,6115.76,2026-04-14,BANK_TRANSFER
T01477,P0165,P0135,3305.16,2026-08-12,CARD
T01478,P0230,P0295,5093.02,2026-08-09,UPI
T01479,P0179,P0376,1790.06,2026-05-06,CARD
T01480,P0298,P0332,2565.82,2026-01-24,BANK_TRANSFER
T01481,P0110,P0197,6489.27,2026-03-26,BANK_TRANSFER
T01482,P0168,P0207,2701.96,2026-05-19,BANK_TRANSFER
T01483,P0454,P0345,14495.17,2026-06-02,CARD
T01484,P0456,P0472,2644.64,2026-08-17,CARD
T01485,P0448,P0221,4357.91,2026-08-06,BANK_TRANSFER
T01486,P0120,P0030,7677.68,2026-02-11,CARD
T01487,P0003,P0279,1170.64,2026-07-15,CARD
T01488,P0346,P0399,890.12,2026-05-12,UPI
T01489,P0056,P0434,1074.35,2026-04-22,UPI
T01490,P0412,P0146,9997.27,2026-07-16,UPI
T01491,P0331,P0366,2341.42,2026-03-15,BANK_TRANSFER
T01492,P0088,P0111,28185.4,2026-08-04,UPI
T01493,P0450,P0005,2318.33,2026-03-24,CARD
T01494,P0493,P0406,4220.21,2026-06-28,CARD
T01495,P0329,P0198,12502.55,2026-04-11,UPI
T01496,P0411,P0393,18121.86,2026-08-12,BANK_TRANSFER
T01497,P0029,P0188,18943.25,2026-04-27,UPI
T01498,P0022,P0289,9572.91,2026-04-13,UPI
T01499,P0114,P0351,8260.58,2026-01-03,BANK_TRANSFER
T01500,P0160,P0414,5848.97,2026-07-09,UPI
T01501,P0319,P0491,6786.49,2026-08-06,CARD
T01502,P0289,P0426,2342.68,2026-05-03,CARD
T01503,P0030,P0109,1892.1,2026-07-16,BANK_TRANSFER
T01504,P0272,P0488,3631.13,2026-01-13,CARD
T01505,P0400,P0369,3177.51,2026-04-05,CARD
T01506,P0374,P0396,2533.65,2026-05-02,UPI
T01507,P0492,P0047,6355.72,2026-08-03,UPI
T01508,P0453,P0018,7818.47,2026-04-23,BANK_TRANSFER
T01509,P0015,P0317,3907.78,2026-08-04,CARD
T01510,P0136,P0211,11873.02,2026-08-19,UPI
T01511,P0283,P0239,1460.67,2026-08-26,CARD
T01512,P0120,P0244,3118.39,2026-04-21,UPI
T01513,P0500,P0214,2051.94,2026-03-15,BANK_TRANSFER
T01514,P0313,P0087,817.93,2026-08-10,BANK_TRANSFER
T01515,P0475,P0025,3407.91,2026-02-02,UPI
T01516,P0497,P0205,3303.05,2026-08-16,BANK_TRANSFER
T01517,P0027,P0001,12219.15,2026-08-02,UPI
T01518,P0263,P0111,6030.89,2026-03-12,CARD
T01519,P0346,P0353,1604.63,2026-07-13,CARD
T01520,P0444,P0037,16046.95,2026-01-13,UPI
T01521,P0002,P0270,9670.42,2026-06-26,UPI
T01522,P0416,P0233,5800.38,2026-01-01,BANK_TRANSFER
T01523,P0032,P0425,3037.57,2026-01-04,UPI
T01524,P0471,P0077,1689.94,2026-03-05,CARD
T01525,P0060,P0087,2703.32,2026-07-18,UPI
T01526,P0448,P0484,8699.31,2026-01-11,UPI
T01527,P0433,P0382,16443.23,2026-01-04,UPI
T01528,P0390,P0469,12513.89,2026-02-24,BANK_TRANSFER
T01529,P0290,P0101,2462.47,2026-05-24,CARD
T01530,P0058,P0003,1486.69,2026-07-15,BANK_TRANSFER
T01531,P0316,P0266,4075.34,2026-08-27,UPI
T01532,P0021,P0430,884.7,2026-02-10,CARD
T01533,P0157,P0041,4715.14,2026-02-26,BANK_TRANSFER
T01534,P0118,P0429,3235.43,2026-03-18,UPI
T01535,P0381,P0078,2507.82,2026-06-04,CARD
T01536,P0196,P0132,1016.62,2026-03-19,BANK_TRANSFER
T01537,P0260,P0324,5491.08,2026-07-04,BANK_TRANSFER
T01538,P0229,P0075,2377.58,2026-02-03,BANK_TRANSFER
T01539,P0011,P0445,1428.05,2026-03-27,BANK_TRANSFER
T01540,P0130,P0438,365.84,2026-05-26,CARD
T01541,P0200,P0162,3561.68,2026-06-02,UPI
T01542,P0362,P0142,15029.97,2026-03-23,UPI
T01543,P0433,P0266,13752.93,2026-03-11,BANK_TRANSFER
T01544,P0326,P0269,2525.82,2026-01-11,CARD
T01545,P0239,P0486,2248.98,2026-06-20,BANK_TRANSFER
T01546,P0002,P0451,5297.65,2026-03-10,UPI
T01547,P0496,P0129,1638.1,2026-03-14,UPI
T01548,P0126,P0495,4635.19,2026-06-06,UPI
T01549,P0060,P0338,6720.14,2026-08-21,BANK_TRANSFER
T01550,P0148,P0258,9716.17,2026-08-16,UPI
T01551,P0433,P0352,3360.61,2026-04-05,UPI
T01552,P0080,P0009,3093.51,2026-07-03,CARD
T01553,P0106,P0316,1803.73,2026-03-01,UPI
T01554,P0055,P0399,1879.0,2026-07-15,BANK_TRANSFER
T01555,P0426,P0375,3037.58,2026-08-09,BANK_TRANSFER
T01556,P0266,P0453,4884.84,2026-03-06,CARD
T01557,P0382,P0251,7561.82,2026-01-16,UPI
T01558,P0315,P0032,1914.97,2026-01-27,BANK_TRANSFER
T01559,P0314,P0222,12017.88,2026-04-02,CARD
T01560,P0297,P0469,2931.01,2026-07-14,BANK_TRANSFER
T01561,P0444,P0230,3579.24,2026-07-06,CARD
T01562,P0194,P0017,2002.66,2026-03-26,CARD
T01563,P0312,P0435,523.54,2026-07-21,BANK_TRANSFER
T01564,P0433,P0313,7385.22,2026-02-21,UPI
T01565,P0132,P0406,6564.79,2026-08-04,BANK_TRANSFER
T01566,P0153,P0421,2907.18,2026-06-28,BANK_TRANSFER
T01567,P0426,P0497,3841.4,2026-06-21,CARD
T01568,P0435,P0136,5501.36,2026-05-14,BANK_TRANSFER
T01569,P0240,P0237,1043.11,2026-02-08,CARD
T01570,P0418,P0461,2384.53,2026-08-04,BANK_TRANSFER
T01571,P0102,P0131,6873.38,2026-03-15,CARD
T01572,P0383,P0298,1334.84,2026-04-21,UPI
T01573,P0267,P0466,4604.76,2026-08-25,UPI
T01574,P0075,P0480,1229.96,2026-03-26,BANK_TRANSFER
T01575,P0393,P0194,5287.73,2026-07-11,BANK_TRANSFER
T01576,P0388,P0376,3538.6,2026-05-05,BANK_TRANSFER
T01577,P0441,P0157,1000.14,2026-05-14,CARD
T01578,P0157,P0176,9244.57,2026-05-21,UPI
T01579,P0097,P0457,2022.98,2026-01-24,UPI
T01580,P0080,P0330,1904.16,2026-02-28,BANK_TRANSFER
T01581,P0120,P0197,4274.64,2026-07-11,CARD
T01582,P0151,P0184,9126.25,2026-04-18,CARD
T01583,P0089,P0111,1615.41,2026-03-08,BANK_TRANSFER
T01584,P0405,P0490,3825.12,2026-06-24,UPI
T01585,P0112,P0179,5130.99,2026-07-14,CARD
T01586,P0415,P0083,6339.05,2026-03-25,CARD
T01587,P0307,P0494,4192.92,2026-07-27,BANK_TRANSFER
T01588,P0395,P0248,2714.54,2026-06-10,CARD
T01589,P0462,P0325,1877.93,2026-03-22,UPI
T01590,P0499,P0404,3900.71,2026-04-27,CARD
T01591,P0315,P0281,1544.24,2026-01-04,UPI
T01592,P0120,P0415,351.75,2026-08-21,BANK_TRANSFER
T01593,P0038,P0406,5162.87,2026-02-12,CARD
T01594,P0234,P0247,7503.67,2026-01-04,BANK_TRANSFER
T01595,P0449,P0046,549.85,2026-02-03,BANK_TRANSFER
T01596,P0384,P0396,1623.3,2026-02-21,BANK_TRANSFER
T01597,P0429,P0079,5974.9,2026-04-03,BANK_TRANSFER
T01598,P0125,P0313,18882.6,2026-05-06,CARD
T01599,P0038,P0058,3702.02,2026-06-18,BANK_TRANSFER
T01600,P0449,P0370,2033.67,2026-07-11,UPI
T01601,P0296,P0398,3145.36,2026-02-13,UPI
T01602,P0460,P0308,10936.94,2026-08-21,BANK_TRANSFER
T01603,P0012,P0189,2171.62,2026-08-27,CARD
T01604,P0311,P0386,1921.09,2026-03-04,BANK_TRANSFER
T01605,P0033,P0020,2474.53,2026-02-02,UPI
T01606,P0330,P0297,1698.22,2026-05-10,UPI
T01607,P0008,P0019,4016.38,2026-03-15,BANK_TRANSFER
T01608,P0116,P0071,13356.29,2026-01-22,BANK_TRANSFER
T01609,P0172,P0204,4714.81,2026-05-05,BANK_TRANSFER
T01610,P0330,P0212,2975.35,2026-04-18,UPI
T01611,P0428,P0325,2882.9,2026-03-13,UPI
T01612,P0479,P0085,1042.57,2026-07-26,BANK_TRANSFER
T01613,P0214,P0378,7379.7,2026-04-23,CARD
T01614,P0052,P0045,3421.14,2026-05-08,UPI
T01615,P0383,P0032,3151.44,2026-08-11,UPI
T01616,P0441,P0306,46839.68,2026-08-03,BANK_TRANSFER
T01617,P0056,P0137,4623.94,2026-03-14,CARD
T01618,P0459,P0150,1995.33,2026-03-19,UPI
T01619,P0016,P0407,2588.71,2026-07-22,BANK_TRANSFER
T01620,P0375,P0196,9124.85,2026-02-10,UPI
T01621,P0260,P0376,3986.29,2026-04-27,CARD
T01622,P0260,P0447,1152.14,2026-02-14,BANK_TRANSFER
T01623,P0154,P0363,7596.05,2026-03-23,CARD
T01624,P0372,P0305,2133.43,2026-06-10,UPI
T01625,P0183,P0273,16295.4,2026-05-22,BANK_TRANSFER
T01626,P0133,P0127,8638.97,2026-05-16,BANK_TRANSFER
T01627,P0069,P0408,2545.65,2026-08-26,UPI
T01628,P0334,P0157,10145.78,2026-06-27,CARD
T01629,P0235,P0468,3844.06,2026-03-06,BANK_TRANSFER
T01630,P0175,P0177,7202.76,2026-05-01,CARD
T01631,P0334,P0481,5365.72,2026-05-05,UPI
T01632,P0011,P0005,1849.95,2026-02-10,CARD
T01633,P0303,P0313,2175.82,2026-07-04,UPI
T01634,P0390,P0425,8299.65,2026-08-15,CARD
T01635,P0165,P0410,2785.49,2026-05-12,UPI
T01636,P0290,P0379,2636.17,2026-01-24,BANK_TRANSFER
T01637,P0226,P0361,1695.79,2026-07-13,UPI
T01638,P0500,P0381,5109.61,2026-07-20,UPI
T01639,P0435,P0402,18958.73,2026-04-08,CARD
T01640,P0174,P0411,1549.94,2026-04-24,UPI
T01641,P0017,P0382,3712.18,2026-03-21,BANK_TRANSFER
T01642,P0378,P0180,11268.61,2026-04-20,BANK_TRANSFER
T01643,P0441,P0338,3416.21,2026-03-28,CARD
T01644,P0190,P0205,5228.59,2026-04-15,BANK_TRANSFER
T01645,P0343,P0383,1556.33,2026-04-04,UPI
T01646,P0419,P0184,5128.9,2026-03-10,BANK_TRANSFER
T01647,P0272,P0369,3134.69,2026-08-26,UPI
T01648,P0063,P0114,8011.11,2026-02-24,UPI
T01649,P0033,P0228,9413.58,2026-06-04,BANK_TRANSFER
T01650,P0122,P0342,28901.56,2026-04-12,CARD
T01651,P0101,P0211,5788.95,2026-03-10,CARD
T01652,P0324,P0091,4725.07,2026-02-11,UPI
T01653,P0174,P0220,4253.54,2026-05-10,UPI
T01654,P0284,P0254,2744.81,2026-08-03,BANK_TRANSFER
T01655,P0478,P0036,4773.27,2026-04-11,CARD
T01656,P0453,P0312,2874.63,2026-04-12,CARD
T01657,P0343,P0263,4166.24,2026-02-02,BANK_TRANSFER
T01658,P0402,P0421,10447.08,2026-05-18,UPI
T01659,P0170,P0222,1627.44,2026-03-24,BANK_TRANSFER
T01660,P0110,P0313,9062.52,2026-07-26,BANK_TRANSFER
T01661,P0102,P0345,10443.05,2026-04-28,UPI
T01662,P0221,P0043,3312.79,2026-03-01,CARD
T01663,P0307,P0316,666.82,2026-03-18,BANK_TRANSFER
T01664,P0339,P0274,2238.91,2026-08-18,BANK_TRANSFER
T01665,P0079,P0342,10276.3,2026-08-16,BANK_TRANSFER
T01666,P0053,P0162,3574.95,2026-04-13,CARD
T01667,P0226,P0405,1636.9,2026-03-02,CARD
T01668,P0303,P0226,2431.3,2026-06-02,BANK_TRANSFER
T01669,P0193,P0316,7133.06,2026-02-22,CARD
T01670,P0066,P0376,5638.58,2026-06-28,CARD
T01671,P0203,P0266,3007.47,2026-06-19,BANK_TRANSFER
T01672,P0150,P0041,2714.98,2026-07-10,CARD
T01673,P0122,P0106,2661.36,2026-02-25,UPI
T01674,P0045,P0164,1740.75,2026-07-25,CARD
T01675,P0363,P0278,13257.26,2026-06-10,UPI
T01676,P0088,P0199,2813.38,2026-03-04,CARD
T01677,P0022,P0202,9640.49,2026-01-23,UPI
T01678,P0385,P0210,12296.29,2026-04-06,UPI
T01679,P0351,P0190,8092.14,2026-02-18,BANK_TRANSFER
T01680,P0444,P0088,2577.83,2026-03-20,CARD
T01681,P0046,P0219,5029.04,2026-06-13,UPI
T01682,P0103,P0356,3571.15,2026-01-27,BANK_TRANSFER
T01683,P0377,P0416,1767.0,2026-04-26,CARD
T01684,P0264,P0489,4719.64,2026-08-03,CARD
T01685,P0344,P0149,1417.67,2026-05-22,BANK_TRANSFER
T01686,P0489,P0139,9415.79,2026-05-28,UPI
T01687,P0016,P0003,2510.67,2026-08-21,BANK_TRANSFER
T01688,P0401,P0173,4276.66,2026-08-24,BANK_TRANSFER
T01689,P0241,P0472,4567.08,2026-05-04,CARD
T01690,P0455,P0151,2959.8,2026-07-27,CARD
T01691,P0423,P0406,5821.74,2026-06-28,UPI
T01692,P0257,P0108,2490.1,2026-02-13,UPI
T01693,P0103,P0388,7310.29,2026-03-12,UPI
T01694,P0440,P0403,1240.43,2026-04-23,BANK_TRANSFER
T01695,P0101,P0021,4028.32,2026-06-15,CARD
T01696,P0181,P0238,17173.85,2026-07-13,UPI
T01697,P0233,P0030,1635.55,2026-03-27,BANK_TRANSFER
T01698,P0012,P0234,2117.1,2026-07-14,BANK_TRANSFER
T01699,P0023,P0480,5492.43,2026-07-19,CARD
T01700,P0345,P0183,4203.47,2026-01-17,BANK_TRANSFER
T01701,P0365,P0076,4819.88,2026-07-03,UPI
T01702,P0216,P0263,5384.88,2026-07-12,BANK_TRANSFER
T01703,P0441,P0434,6049.78,2026-04-05,BANK_TRANSFER
T01704,P0391,P0131,8846.35,2026-08-09,UPI
T01705,P0333,P0364,5053.59,2026-05-03,UPI
T01706,P0345,P0140,3001.88,2026-01-22,BANK_TRANSFER
T01707,P0101,P0292,6235.78,2026-07-17,BANK_TRANSFER
T01708,P0264,P0433,16645.67,2026-04-11,CARD
T01709,P0404,P0396,3274.41,2026-07-02,UPI
T01710,P0003,P0452,1669.66,2026-02-18,CARD
T01711,P0352,P0080,8827.83,2026-01-17,BANK_TRANSFER
T01712,P0055,P0199,3306.66,2026-04-17,CARD
T01713,P0063,P0304,640.25,2026-04-23,CARD
T01714,P0298,P0324,7171.98,2026-03-16,UPI
T01715,P0290,P0049,2372.59,2026-04-18,UPI
T01716,P0489,P0313,3386.57,2026-08-20,UPI
T01717,P0050,P0212,4748.5,2026-06-01,UPI
T01718,P0435,P0269,4240.34,2026-02-15,CARD
T01719,P0186,P0234,6422.49,2026-07-24,UPI
T01720,P0053,P0262,2569.87,2026-01-17,BANK_TRANSFER
T01721,P0365,P0226,5488.91,2026-06-24,UPI
T01722,P0065,P0211,2958.28,2026-03-10,CARD
T01723,P0401,P0045,6575.12,2026-06-05,CARD
T01724,P0266,P0315,5956.83,2026-04-06,CARD
T01725,P0055,P0465,1722.7,2026-07-28,BANK_TRANSFER
T01726,P0173,P0407,8680.08,2026-02-16,BANK_TRANSFER
T01727,P0103,P0040,2371.38,2026-04-03,CARD
T01728,P0394,P0412,6949.65,2026-08-10,CARD
T01729,P0126,P0060,4884.54,2026-04-11,UPI
T01730,P0366,P0498,15844.01,2026-08-22,BANK_TRANSFER
T01731,P0410,P0094,3044.91,2026-06-11,CARD
T01732,P0127,P0488,2753.28,2026-08-14,CARD
T01733,P0190,P0033,3584.82,2026-02-28,CARD
T01734,P0450,P0066,2856.8,2026-06-14,BANK_TRANSFER
T01735,P0321,P0397,6904.67,2026-06-04,BANK_TRANSFER
T01736,P0110,P0306,999.2,2026-02-15,UPI
T01737,P0241,P0049,1567.21,2026-06-09,CARD
T01738,P0355,P0100,1549.61,2026-07-06,CARD
T01739,P0048,P0445,7787.27,2026-04-10,UPI
T01740,P0120,P0402,14306.81,2026-06-01,UPI
T01741,P0104,P0146,3349.08,2026-07-01,CARD
T01742,P0243,P0160,3180.97,2026-07-28,CARD
T01743,P0493,P0259,3850.82,2026-08-11,BANK_TRANSFER
T01744,P0155,P0331,9223.43,2026-05-14,CARD
T01745,P0162,P0156,1733.88,2026-05-18,UPI
T01746,P0059,P0264,4405.88,2026-08-07,CARD
T01747,P0286,P0338,7943.89,2026-03-04,UPI
T01748,P0458,P0169,5436.42,2026-06-17,CARD
T01749,P0481,P0251,4237.23,2026-08-09,UPI
T01750,P0461,P0399,8109.87,2026-06-02,UPI
T01751,P0394,P0034,418.81,2026-06-03,UPI
T01752,P0159,P0392,6262.28,2026-07-12,UPI
T01753,P0280,P0361,2157.57,2026-07-11,CARD
T01754,P0215,P0318,841.76,2026-07-23,CARD
T01755,P0113,P0280,5480.56,2026-08-26,BANK_TRANSFER
T01756,P0151,P0246,10926.29,2026-08-03,UPI
T01757,P0158,P0045,3261.82,2026-03-11,CARD
T01758,P0123,P0329,7803.28,2026-04-09,UPI
T01759,P0014,P0218,13224.45,2026-06-25,BANK_TRANSFER
T01760,P0424,P0460,10424.68,2026-03-20,CARD
T01761,P0372,P0499,13520.63,2026-08-14,BANK_TRANSFER
T01762,P0188,P0216,6592.59,2026-03-23,UPI
T01763,P0449,P0216,3867.44,2026-08-21,UPI
T01764,P0444,P0121,1010.73,2026-04-07,BANK_TRANSFER
T01765,P0226,P0438,2990.36,2026-08-15,BANK_TRANSFER
T01766,P0160,P0434,1854.56,2026-02-02,CARD
T01767,P0459,P0351,20676.52,2026-05-07,CARD
T01768,P0241,P0462,3163.05,2026-02-24,UPI
T01769,P0267,P0096,4018.1,2026-01-01,UPI
T01770,P0344,P0470,5660.05,2026-05-02,CARD
T01771,P0377,P0126,3770.19,2026-06-24,CARD
T01772,P0094,P0245,14129.79,2026-02-16,UPI
T01773,P0352,P0374,2212.5,2026-03-27,UPI
T01774,P0109,P0041,4254.3,2026-01-14,BANK_TRANSFER
T01775,P0203,P0145,2010.27,2026-07-23,BANK_TRANSFER
T01776,P0050,P0432,1266.46,2026-05-16,CARD
T01777,P0405,P0261,2231.85,2026-08-23,CARD
T01778,P0319,P0240,3534.65,2026-05-12,CARD
T01779,P0321,P0361,2582.62,2026-08-20,CARD
T01780,P0451,P0183,2092.39,2026-08-23,CARD
T01781,P0245,P0044,1181.98,2026-02-10,CARD
T01782,P0045,P0235,3406.76,2026-05-14,UPI
T01783,P0332,P0445,1092.5,2026-01-13,CARD
T01784,P0363,P0465,6687.83,2026-03-26,UPI
T01785,P0327,P0368,3889.17,2026-06-04,UPI
T01786,P0276,P0441,1134.51,2026-04-05,BANK_TRANSFER
T01787,P0344,P0265,2843.05,2026-07-13,CARD
T01788,P0439,P0218,1994.75,2026-05-05,UPI
T01789,P0011,P0118,4700.1,2026-03-13,BANK_TRANSFER
T01790,P0031,P0329,10639.84,2026-04-02,BANK_TRANSFER
T01791,P0469,P0072,812.29,2026-05-04,UPI
T01792,P0140,P0387,3991.89,2026-03-02,CARD
T01793,P0227,P0209,3203.16,2026-06-28,UPI
T01794,P0413,P0115,6229.63,2026-04-11,UPI
T01795,P0430,P0289,4318.04,2026-05-20,BANK_TRANSFER
T01796,P0244,P0224,1995.05,2026-01-08,CARD
T01797,P0323,P0386,2820.75,2026-07-28,CARD
T01798,P0037,P0016,1925.96,2026-05-26,CARD
T01799,P0349,P0291,8611.09,2026-03-25,CARD
T01800,P0303,P0245,3703.56,2026-01-10,BANK_TRANSFER
T01801,P0106,P0268,16663.11,2026-07-18,BANK_TRANSFER
T01802,P0204,P0036,3468.48,2026-03-23,CARD
T01803,P0230,P0211,2065.8,2026-08-13,UPI
T01804,P0059,P0487,1084.67,2026-04-11,BANK_TRANSFER
T01805,P0324,P0165,860.48,2026-07-25,UPI
T01806,P0144,P0370,1025.25,2026-04-28,UPI
T01807,P0177,P0380,4508.42,2026-04-22,CARD
T01808,P0321,P0098,5469.71,2026-05-18,CARD
T01809,P0296,P0445,1027.67,2026-06-08,UPI
T01810,P0092,P0446,7450.46,2026-01-02,CARD
T01811,P0393,P0170,2473.9,2026-01-10,UPI
T01812,P0498,P0399,4094.64,2026-01-28,UPI
T01813,P0144,P0054,13223.84,2026-08-02,UPI
T01814,P0208,P0367,7461.2,2026-05-06,UPI
T01815,P0409,P0252,2937.09,2026-04-07,UPI
T01816,P0105,P0154,1784.77,2026-03-10,UPI
T01817,P0150,P0453,651.02,2026-08-04,CARD
T01818,P0294,P0461,2048.12,2026-08-28,BANK_TRANSFER
T01819,P0084,P0433,3075.11,2026-02-25,BANK_TRANSFER
T01820,P0402,P0452,1652.85,2026-08-20,CARD
T01821,P0418,P0376,3278.02,2026-05-24,UPI
T01822,P0493,P0485,3871.83,2026-03-04,UPI
T01823,P0418,P0054,3041.53,2026-08-05,BANK_TRANSFER
T01824,P0457,P0137,2164.62,2026-03-03,CARD
T01825,P0175,P0458,4166.88,2026-02-16,BANK_TRANSFER
T01826,P0011,P0375,5185.14,2026-08-22,CARD
T01827,P0216,P0121,1521.85,2026-02-08,UPI
T01828,P0141,P0352,11257.01,2026-01-22,CARD
T01829,P0479,P0141,3364.82,2026-07-27,UPI
T01830,P0319,P0461,3696.27,2026-07-23,CARD
T01831,P0499,P0325,6416.14,2026-06-03,CARD
T01832,P0203,P0201,4387.75,2026-03-16,UPI
T01833,P0142,P0180,7804.92,2026-08-02,BANK_TRANSFER
T01834,P0163,P0475,4581.12,2026-07-25,CARD
T01835,P0224,P0084,2230.65,2026-04-15,CARD
T01836,P0191,P0357,4861.99,2026-08-15,UPI
T01837,P0347,P0453,1458.29,2026-08-04,UPI
T01838,P0034,P0295,3971.3,2026-04-28,CARD
T01839,P0336,P0447,3545.43,2026-02-16,BANK_TRANSFER
T01840,P0370,P0381,3082.53,2026-08-01,CARD
T01841,P0442,P0386,3285.16,2026-08-21,UPI
