relationship_id,source_entity,target_entity,relationship_type,evidence_id
R007948,P0466,P0229,TRANSFERRED_FUNDS,T01948
R007949,P0102,P0107,TRANSFERRED_FUNDS,T01949
R007950,P0041,P0163,TRANSFERRED_FUNDS,T01950
R007951,P0301,P0468,TRANSFERRED_FUNDS,T01951
R007952,P0179,P0378,TRANSFERRED_FUNDS,T01952
R007953,P0363,P0034,TRANSFERRED_FUNDS,T01953
R007954,P0421,P0419,TRANSFERRED_FUNDS,T01954
R007955,P0334,P0403,TRANSFERRED_FUNDS,T01955
R007956,P0266,P0437,TRANSFERRED_FUNDS,T01956
R007957,P0361,P0414,TRANSFERRED_FUNDS,T01957
R007958,P0424,P0098,TRANSFERRED_FUNDS,T01958
R007959,P0296,P0407,TRANSFERRED_FUNDS,T01959
R007960,P0075,P0036,TRANSFERRED_FUNDS,T01960
R007961,P0280,P0226,TRANSFERRED_FUNDS,T01961
R007962,P0296,P0493,TRANSFERRED_FUNDS,T01962
R007963,P0096,P0283,TRANSFERRED_FUNDS,T01963
R007964,P0074,P0039,TRANSFERRED_FUNDS,T01964
R007965,P0197,P0443,TRANSFERRED_FUNDS,T01965
R007966,P0381,P0055,TRANSFERRED_FUNDS,T01966
R007967,P0210,P0028,TRANSFERRED_FUNDS,T01967
R007968,P0280,P0182,TRANSFERRED_FUNDS,T01968
R007969,P0314,P0480,TRANSFERRED_FUNDS,T01969
R007970,P0140,P0493,TRANSFERRED_FUNDS,T01970
R007971,P0279,P0484,TRANSFERRED_FUNDS,T01971
R007972,P0236,P0036,TRANSFERRED_FUNDS,T01972
R007973,P0433,P0483,TRANSFERRED_FUNDS,T01973
R007974,P0130,P0262,TRANSFERRED_FUNDS,T01974
R007975,P0242,P0019,TRANSFERRED_FUNDS,T01975
R007976,P0079,P0116,TRANSFERRED_FUNDS,T01976
R007977,P0025,P0427,TRANSFERRED_FUNDS,T01977
R007978,P0300,P0333,TRANSFERRED_FUNDS,T01978
R007979,P0201,P0447,TRANSFERRED_FUNDS,T01979
R007980,P0440,P0050,TRANSFERRED_FUNDS,T01980
R007981,P0399,P0372,TRANSFERRED_FUNDS,T01981
R007982,P0214,P0203,TRANSFERRED_FUNDS,T01982
R007983,P0222,P0429,TRANSFERRED_FUNDS,T01983
R007984,P0015,P0179,TRANSFERRED_FUNDS,T01984
R007985,P0437,P0185,TRANSFERRED_FUNDS,T01985
R007986,P0220,P0169,TRANSFERRED_FUNDS,T01986
R007987,P0109,P0423,TRANSFERRED_FUNDS,T01987
R007988,P0496,P0128,TRANSFERRED_FUNDS,T01988
R007989,P0250,P0137,TRANSFERRED_FUNDS,T01989
R007990,P0449,P0291,TRANSFERRED_FUNDS,T01990
R007991,P0167,P0446,TRANSFERRED_FUNDS,T01991
R007992,P0405,P0393,TRANSFERRED_FUNDS,T01992
R007993,P0304,P0064,TRANSFERRED_FUNDS,T01993
R007994,P0217,P0465,TRANSFERRED_FUNDS,T01994
R007995,P0466,P0392,TRANSFERRED_FUNDS,T01995
R007996,P0346,P0334,TRANSFERRED_FUNDS,T01996
R007997,P0052,P0039,TRANSFERRED_FUNDS,T01997
R007998,P0332,P0214,TRANSFERRED_FUNDS,T01998
R007999,P0231,P0099,TRANSFERRED_FUNDS,T01999
R008000,P0486,P0439,TRANSFERRED_FUNDS,T02000
R008001,P0464,P0276,TRANSFERRED_FUNDS,T02001
R008002,P0190,P0084,TRANSFERRED_FUNDS,T02002
R008003,P0472,P0394,TRANSFERRED_FUNDS,T02003
R008004,P0198,P0112,TRANSFERRED_FUNDS,T02004
R008005,P0264,P0227,TRANSFERRED_FUNDS,T02005
R008006,P0412,P0187,TRANSFERRED_FUNDS,T02006
R008007,P0494,P0461,TRANSFERRED_FUNDS,T02007
R008008,P0018,P0383,TRANSFERRED_FUNDS,T02008
R008009,P0017,P0026,TRANSFERRED_FUNDS,T02009
R008010,P0337,P0180,TRANSFERRED_FUNDS,T02010
R008011,P0168,P0241,TRANSFERRED_FUNDS,T02011
R008012,P0468,P0048,TRANSFERRED_FUNDS,T02012
R008013,P0351,P0279,TRANSFERRED_FUNDS,T02013
R008014,P0055,P0287,TRANSFERRED_FUNDS,T02014
R008015,P0318,P0495,TRANSFERRED_FUNDS,T02015
R008016,P0471,P0055,TRANSFERRED_FUNDS,T02016
R008017,P0447,P0414,TRANSFERRED_FUNDS,T02017
R008018,P0388,P0432,TRANSFERRED_FUNDS,T02018
R008019,P0219,P0209,TRANSFERRED_FUNDS,T02019
R008020,P0305,P0175,TRANSFERRED_FUNDS,T02020
R008021,P0048,P0019,TRANSFERRED_FUNDS,T02021
R008022,P0471,P0187,TRANSFERRED_FUNDS,T02022
R008023,P0467,P0203,TRANSFERRED_FUNDS,T02023
R008024,P0284,P0186,TRANSFERRED_FUNDS,T02024
R008025,P0342,P0171,TRANSFERRED_FUNDS,T02025
R008026,P0351,P0205,TRANSFERRED_FUNDS,T02026
R008027,P0218,P0222,TRANSFERRED_FUNDS,T02027
R008028,P0456,P0181,TRANSFERRED_FUNDS,T02028
R008029,P0118,P0142,TRANSFERRED_FUNDS,T02029
R008030,P0120,P0458,TRANSFERRED_FUNDS,T02030
R008031,P0093,P0095,TRANSFERRED_FUNDS,T02031
R008032,P0262,P0434,TRANSFERRED_FUNDS,T02032
R008033,P0056,P0270,TRANSFERRED_FUNDS,T02033
R008034,P0198,P0454,TRANSFERRED_FUNDS,T02034
R008035,P0120,P0207,TRANSFERRED_FUNDS,T02035
R008036,P0276,P0482,TRANSFERRED_FUNDS,T02036
R008037,P0385,P0106,TRANSFERRED_FUNDS,T02037
R008038,P0185,P0043,TRANSFERRED_FUNDS,T02038
R008039,P0101,P0177,TRANSFERRED_FUNDS,T02039
R008040,P0485,P0228,TRANSFERRED_FUNDS,T02040
R008041,P0260,P0149,TRANSFERRED_FUNDS,T02041
R008042,P0158,P0234,TRANSFERRED_FUNDS,T02042
R008043,P0384,P0090,TRANSFERRED_FUNDS,T02043
R008044,P0456,P0413,TRANSFERRED_FUNDS,T02044
R008045,P0039,P0313,TRANSFERRED_FUNDS,T02045
R008046,P0452,P0088,TRANSFERRED_FUNDS,T02046
R008047,P0175,P0342,TRANSFERRED_FUNDS,T02047
R008048,P0062,P0111,TRANSFERRED_FUNDS,T02048
R008049,P0349,P0254,TRANSFERRED_FUNDS,T02049
R008050,P0230,P0158,TRANSFERRED_FUNDS,T02050
R008051,P0444,P0232,TRANSFERRED_FUNDS,T02051
R008052,P0078,P0295,TRANSFERRED_FUNDS,T02052
R008053,P0250,P0178,TRANSFERRED_FUNDS,T02053
R008054,P0249,P0302,TRANSFERRED_FUNDS,T02054
R008055,P0260,P0460,TRANSFERRED_FUNDS,T02055
R008056,P0135,P0077,TRANSFERRED_FUNDS,T02056
R008057,P0260,P0020,TRANSFERRED_FUNDS,T02057
R008058,P0161,P0040,TRANSFERRED_FUNDS,T02058
R008059,P0189,P0473,TRANSFERRED_FUNDS,T02059
R008060,P0122,P0160,TRANSFERRED_FUNDS,T02060
R008061,P0493,P0219,TRANSFERRED_FUNDS,T02061
R008062,P0025,P0457,TRANSFERRED_FUNDS,T02062
R008063,P0466,P0061,TRANSFERRED_FUNDS,T02063
R008064,P0109,P0126,TRANSFERRED_FUNDS,T02064
R008065,P0432,P0092,TRANSFERRED_FUNDS,T02065
R008066,P0196,P0314,TRANSFERRED_FUNDS,T02066
R008067,P0482,P0345,TRANSFERRED_FUNDS,T02067
R008068,P0484,P0153,TRANSFERRED_FUNDS,T02068
R008069,P0117,P0097,TRANSFERRED_FUNDS,T02069
R008070,P0139,P0004,TRANSFERRED_FUNDS,T02070
R008071,P0037,P0323,TRANSFERRED_FUNDS,T02071
R008072,P0008,P0317,TRANSFERRED_FUNDS,T02072
R008073,P0294,P0192,TRANSFERRED_FUNDS,T02073
R008074,P0337,P0491,TRANSFERRED_FUNDS,T02074
R008075,P0160,P0299,TRANSFERRED_FUNDS,T02075
R008076,P0299,P0439,TRANSFERRED_FUNDS,T02076
R008077,P0397,P0097,TRANSFERRED_FUNDS,T02077
R008078,P0197,P0282,TRANSFERRED_FUNDS,T02078
R008079,P0090,P0305,TRANSFERRED_FUNDS,T02079
R008080,P0040,P0433,TRANSFERRED_FUNDS,T02080
R008081,P0124,P0459,TRANSFERRED_FUNDS,T02081
R008082,P0160,P0272,TRANSFERRED_FUNDS,T02082
R008083,P0366,P0087,TRANSFERRED_FUNDS,T02083
R008084,P0422,P0305,TRANSFERRED_FUNDS,T02084
R008085,P0404,P0160,TRANSFERRED_FUNDS,T02085
R008086,P0175,P0002,TRANSFERRED_FUNDS,T02086
R008087,P0004,P0194,TRANSFERRED_FUNDS,T02087
R008088,P0366,P0371,TRANSFERRED_FUNDS,T02088
R008089,P0315,P0025,TRANSFERRED_FUNDS,T02089
R008090,P0246,P0119,TRANSFERRED_FUNDS,T02090
R008091,P0091,P0253,TRANSFERRED_FUNDS,T02091
R008092,P0072,P0414,TRANSFERRED_FUNDS,T02092
R008093,P0106,P0401,TRANSFERRED_FUNDS,T02093
R008094,P0314,P0439,TRANSFERRED_FUNDS,T02094
R008095,P0426,P0107,TRANSFERRED_FUNDS,T02095
R008096,P0456,P0023,TRANSFERRED_FUNDS,T02096
R008097,P0134,P0238,TRANSFERRED_FUNDS,T02097
R008098,P0168,P0432,TRANSFERRED_FUNDS,T02098
R008099,P0388,P0423,TRANSFERRED_FUNDS,T02099
R008100,P0106,P0027,TRANSFERRED_FUNDS,T02100
R008101,P0493,P0491,TRANSFERRED_FUNDS,T02101
R008102,P0432,P0190,TRANSFERRED_FUNDS,T02102
R008103,P0338,P0178,TRANSFERRED_FUNDS,T02103
R008104,P0216,P0031,TRANSFERRED_FUNDS,T02104
R008105,P0367,P0014,TRANSFERRED_FUNDS,T02105
R008106,P0131,P0452,TRANSFERRED_FUNDS,T02106
R008107,P0046,P0133,TRANSFERRED_FUNDS,T02107
R008108,P0149,P0047,TRANSFERRED_FUNDS,T02108
R008109,P0438,P0046,TRANSFERRED_FUNDS,T02109
R008110,P0215,P0159,TRANSFERRED_FUNDS,T02110
R008111,P0358,P0185,TRANSFERRED_FUNDS,T02111
R008112,P0220,P0021,TRANSFERRED_FUNDS,T02112
R008113,P0277,P0386,TRANSFERRED_FUNDS,T02113
R008114,P0267,P0133,TRANSFERRED_FUNDS,T02114
R008115,P0312,P0468,TRANSFERRED_FUNDS,T02115
R008116,P0306,P0164,TRANSFERRED_FUNDS,T02116
R008117,P0290,P0086,TRANSFERRED_FUNDS,T02117
R008118,P0329,P0248,TRANSFERRED_FUNDS,T02118
R008119,P0165,P0091,TRANSFERRED_FUNDS,T02119
R008120,P0235,P0182,TRANSFERRED_FUNDS,T02120
R008121,P0053,P0084,TRANSFERRED_FUNDS,T02121
R008122,P0275,P0097,TRANSFERRED_FUNDS,T02122
R008123,P0217,P0178,TRANSFERRED_FUNDS,T02123
R008124,P0042,P0377,TRANSFERRED_FUNDS,T02124
R008125,P0066,P0322,TRANSFERRED_FUNDS,T02125
R008126,P0330,P0390,TRANSFERRED_FUNDS,T02126
R008127,P0329,P0398,TRANSFERRED_FUNDS,T02127
R008128,P0155,P0148,TRANSFERRED_FUNDS,T02128
R008129,P0148,P0347,TRANSFERRED_FUNDS,T02129
R008130,P0148,P0289,TRANSFERRED_FUNDS,T02130
R008131,P0454,P0267,TRANSFERRED_FUNDS,T02131
R008132,P0066,P0186,TRANSFERRED_FUNDS,T02132
R008133,P0111,P0019,TRANSFERRED_FUNDS,T02133
R008134,P0128,P0478,TRANSFERRED_FUNDS,T02134
R008135,P0181,P0033,TRANSFERRED_FUNDS,T02135
R008136,P0147,P0405,TRANSFERRED_FUNDS,T02136
R008137,P0482,P0403,TRANSFERRED_FUNDS,T02137
R008138,P0294,P0328,TRANSFERRED_FUNDS,T02138
R008139,P0241,P0053,TRANSFERRED_FUNDS,T02139
R008140,P0213,P0457,TRANSFERRED_FUNDS,T02140
R008141,P0024,P0341,TRANSFERRED_FUNDS,T02141
R008142,P0420,P0011,TRANSFERRED_FUNDS,T02142
R008143,P0367,P0072,TRANSFERRED_FUNDS,T02143
R008144,P0493,P0187,TRANSFERRED_FUNDS,T02144
R008145,P0441,P0417,TRANSFERRED_FUNDS,T02145
R008146,P0115,P0070,TRANSFERRED_FUNDS,T02146
R008147,P0182,P0467,TRANSFERRED_FUNDS,T02147
R008148,P0500,P0065,TRANSFERRED_FUNDS,T02148
R008149,P0322,P0069,TRANSFERRED_FUNDS,T02149
R008150,P0066,P0059,TRANSFERRED_FUNDS,T02150
R008151,P0104,P0466,TRANSFERRED_FUNDS,T02151
R008152,P0331,P0019,TRANSFERRED_FUNDS,T02152
R008153,P0428,P0317,TRANSFERRED_FUNDS,T02153
R008154,P0442,P0226,TRANSFERRED_FUNDS,T02154
R008155,P0415,P0017,TRANSFERRED_FUNDS,T02155
R008156,P0328,P0181,TRANSFERRED_FUNDS,T02156
R008157,P0217,P0275,TRANSFERRED_FUNDS,T02157
R008158,P0465,P0090,TRANSFERRED_FUNDS,T02158
R008159,P0182,P0407,TRANSFERRED_FUNDS,T02159
R008160,P0349,P0021,TRANSFERRED_FUNDS,T02160
R008161,P0199,P0422,TRANSFERRED_FUNDS,T02161
R008162,P0449,P0450,TRANSFERRED_FUNDS,T02162
R008163,P0291,P0233,TRANSFERRED_FUNDS,T02163
R008164,P0361,P0281,TRANSFERRED_FUNDS,T02164
R008165,P0175,P0174,TRANSFERRED_FUNDS,T02165
R008166,P0374,P0241,TRANSFERRED_FUNDS,T02166
R008167,P0323,P0196,TRANSFERRED_FUNDS,T02167
R008168,P0169,P0220,TRANSFERRED_FUNDS,T02168
R008169,P0299,P0120,TRANSFERRED_FUNDS,T02169
R008170,P0390,P0316,TRANSFERRED_FUNDS,T02170
R008171,P0041,P0308,TRANSFERRED_FUNDS,T02171
R008172,P0357,P0288,TRANSFERRED_FUNDS,T02172
R008173,P0201,P0292,TRANSFERRED_FUNDS,T02173
R008174,P0487,P0056,TRANSFERRED_FUNDS,T02174
R008175,P0149,P0288,TRANSFERRED_FUNDS,T02175
R008176,P0061,P0089,TRANSFERRED_FUNDS,T02176
R008177,P0307,P0357,TRANSFERRED_FUNDS,T02177
R008178,P0149,P0047,TRANSFERRED_FUNDS,T02178
R008179,P0254,P0435,TRANSFERRED_FUNDS,T02179
R008180,P0464,P0112,TRANSFERRED_FUNDS,T02180
R008181,P0105,P0104,TRANSFERRED_FUNDS,T02181
R008182,P0067,P0259,TRANSFERRED_FUNDS,T02182
R008183,P0257,P0222,TRANSFERRED_FUNDS,T02183
R008184,P0427,P0382,TRANSFERRED_FUNDS,T02184
R008185,P0046,P0198,TRANSFERRED_FUNDS,T02185
R008186,P0365,P0344,TRANSFERRED_FUNDS,T02186
R008187,P0157,P0359,TRANSFERRED_FUNDS,T02187
R008188,P0106,P0403,TRANSFERRED_FUNDS,T02188
R008189,P0351,P0405,TRANSFERRED_FUNDS,T02189
R008190,P0041,P0010,TRANSFERRED_FUNDS,T02190
R008191,P0254,P0034,TRANSFERRED_FUNDS,T02191
R008192,P0029,P0339,TRANSFERRED_FUNDS,T02192
R008193,P0294,P0213,TRANSFERRED_FUNDS,T02193
R008194,P0280,P0297,TRANSFERRED_FUNDS,T02194
R008195,P0313,P0232,TRANSFERRED_FUNDS,T02195
R008196,P0154,P0105,TRANSFERRED_FUNDS,T02196
R008197,P0052,P0135,TRANSFERRED_FUNDS,T02197
R008198,P0086,P0380,TRANSFERRED_FUNDS,T02198
R008199,P0363,P0446,TRANSFERRED_FUNDS,T02199
R008200,P0072,P0330,TRANSFERRED_FUNDS,T02200
R008201,P0459,P0263,TRANSFERRED_FUNDS,T02201
R008202,P0350,P0140,TRANSFERRED_FUNDS,T02202
R008203,P0447,P0445,TRANSFERRED_FUNDS,T02203
R008204,P0409,P0494,TRANSFERRED_FUNDS,T02204
R008205,P0150,P0002,TRANSFERRED_FUNDS,T02205
R008206,P0286,P0179,TRANSFERRED_FUNDS,T02206
R008207,P0361,P0124,TRANSFERRED_FUNDS,T02207
R008208,P0140,P0367,TRANSFERRED_FUNDS,T02208
R008209,P0206,P0466,TRANSFERRED_FUNDS,T02209
R008210,P0131,P0037,TRANSFERRED_FUNDS,T02210
R008211,P0156,P0232,TRANSFERRED_FUNDS,T02211
R008212,P0137,P0353,TRANSFERRED_FUNDS,T02212
R008213,P0379,P0442,TRANSFERRED_FUNDS,T02213
R008214,P0109,P0308,TRANSFERRED_FUNDS,T02214
R008215,P0065,P0130,TRANSFERRED_FUNDS,T02215
R008216,P0233,P0145,TRANSFERRED_FUNDS,T02216
R008217,P0345,P0122,TRANSFERRED_FUNDS,T02217
R008218,P0173,P0385,TRANSFERRED_FUNDS,T02218
R008219,P0258,P0439,TRANSFERRED_FUNDS,T02219
R008220,P0051,P0281,TRANSFERRED_FUNDS,T02220
R008221,P0158,P0402,TRANSFERRED_FUNDS,T02221
R008222,P0480,P0133,TRANSFERRED_FUNDS,T02222
R008223,P0021,P0310,TRANSFERRED_FUNDS,T02223
R008224,P0005,P0312,TRANSFERRED_FUNDS,T02224
R008225,P0008,P0311,TRANSFERRED_FUNDS,T02225
R008226,P0184,P0444,TRANSFERRED_FUNDS,T02226
R008227,P0163,P0319,TRANSFERRED_FUNDS,T02227
R008228,P0175,P0333,TRANSFERRED_FUNDS,T02228
R008229,P0226,P0029,TRANSFERRED_FUNDS,T02229
R008230,P0459,P0105,TRANSFERRED_FUNDS,T02230
R008231,P0243,P0001,TRANSFERRED_FUNDS,T02231
R008232,P0460,P0332,TRANSFERRED_FUNDS,T02232
R008233,P0472,P0177,TRANSFERRED_FUNDS,T02233
R008234,P0102,P0240,TRANSFERRED_FUNDS,T02234
R008235,P0019,P0351,TRANSFERRED_FUNDS,T02235
R008236,P0123,P0117,TRANSFERRED_FUNDS,T02236
R008237,P0474,P0445,TRANSFERRED_FUNDS,T02237
R008238,P0295,P0468,TRANSFERRED_FUNDS,T02238
R008239,P0391,P0129,TRANSFERRED_FUNDS,T02239
R008240,P0036,P0473,TRANSFERRED_FUNDS,T02240
R008241,P0305,P0213,TRANSFERRED_FUNDS,T02241
R008242,P0277,P0385,TRANSFERRED_FUNDS,T02242
R008243,P0212,P0336,TRANSFERRED_FUNDS,T02243
R008244,P0189,P0155,TRANSFERRED_FUNDS,T02244
R008245,P0451,P0427,TRANSFERRED_FUNDS,T02245
R008246,P0494,P0335,TRANSFERRED_FUNDS,T02246
R008247,P0061,P0127,TRANSFERRED_FUNDS,T02247
R008248,P0328,P0176,TRANSFERRED_FUNDS,T02248
R008249,P0195,P0222,TRANSFERRED_FUNDS,T02249
R008250,P0206,P0157,TRANSFERRED_FUNDS,T02250
R008251,P0169,P0043,TRANSFERRED_FUNDS,T02251
R008252,P0095,P0264,TRANSFERRED_FUNDS,T02252
R008253,P0452,P0167,TRANSFERRED_FUNDS,T02253
R008254,P0262,P0338,TRANSFERRED_FUNDS,T02254
R008255,P0422,P0367,TRANSFERRED_FUNDS,T02255
R008256,P0291,P0109,TRANSFERRED_FUNDS,T02256
R008257,P0182,P0499,TRANSFERRED_FUNDS,T02257
R008258,P0282,P0123,TRANSFERRED_FUNDS,T02258
R008259,P0062,P0343,TRANSFERRED_FUNDS,T02259
R008260,P0199,P0151,TRANSFERRED_FUNDS,T02260
R008261,P0046,P0074,TRANSFERRED_FUNDS,T02261
R008262,P0329,P0040,TRANSFERRED_FUNDS,T02262
R008263,P0080,P0158,TRANSFERRED_FUNDS,T02263
R008264,P0105,P0005,TRANSFERRED_FUNDS,T02264
R008265,P0055,P0205,TRANSFERRED_FUNDS,T02265
R008266,P0325,P0011,TRANSFERRED_FUNDS,T02266
R008267,P0293,P0059,TRANSFERRED_FUNDS,T02267
R008268,P0346,P0178,TRANSFERRED_FUNDS,T02268
R008269,P0322,P0204,TRANSFERRED_FUNDS,T02269
R008270,P0479,P0153,TRANSFERRED_FUNDS,T02270
R008271,P0374,P0038,TRANSFERRED_FUNDS,T02271
R008272,P0485,P0134,TRANSFERRED_FUNDS,T02272
R008273,P0199,P0250,TRANSFERRED_FUNDS,T02273
R008274,P0484,P0394,TRANSFERRED_FUNDS,T02274
R008275,P0246,P0338,TRANSFERRED_FUNDS,T02275
R008276,P0323,P0439,TRANSFERRED_FUNDS,T02276
R008277,P0264,P0210,TRANSFERRED_FUNDS,T02277
R008278,P0354,P0120,TRANSFERRED_FUNDS,T02278
R008279,P0250,P0315,TRANSFERRED_FUNDS,T02279
R008280,P0425,P0232,TRANSFERRED_FUNDS,T02280
R008281,P0487,P0214,TRANSFERRED_FUNDS,T02281
R008282,P0291,P0198,TRANSFERRED_FUNDS,T02282
R008283,P0145,P0320,TRANSFERRED_FUNDS,T02283
R008284,P0181,P0062,TRANSFERRED_FUNDS,T02284
R008285,P0182,P0217,TRANSFERRED_FUNDS,T02285
R008286,P0022,P0408,TRANSFERRED_FUNDS,T02286
R008287,P0299,P0486,TRANSFERRED_FUNDS,T02287
R008288,P0204,P0015,TRANSFERRED_FUNDS,T02288
R008289,P0431,P0081,TRANSFERRED_FUNDS,T02289
R008290,P0364,P0207,TRANSFERRED_FUNDS,T02290
R008291,P0386,P0006,TRANSFERRED_FUNDS,T02291
R008292,P0345,P0480,TRANSFERRED_FUNDS,T02292
R008293,P0318,P0451,TRANSFERRED_FUNDS,T02293
R008294,P0173,P0489,TRANSFERRED_FUNDS,T02294
R008295,P0024,P0467,TRANSFERRED_FUNDS,T02295
R008296,P0217,P0292,TRANSFERRED_FUNDS,T02296
R008297,P0417,P0361,TRANSFERRED_FUNDS,T02297
R008298,P0384,P0490,TRANSFERRED_FUNDS,T02298
R008299,P0492,P0390,TRANSFERRED_FUNDS,T02299
R008300,P0026,P0071,TRANSFERRED_FUNDS,T02300
R008301,P0426,P0432,TRANSFERRED_FUNDS,T02301
R008302,P0321,P0418,TRANSFERRED_FUNDS,T02302
R008303,P0427,P0170,TRANSFERRED_FUNDS,T02303
R008304,P0072,P0304,TRANSFERRED_FUNDS,T02304
R008305,P0079,P0076,TRANSFERRED_FUNDS,T02305
R008306,P0125,P0191,TRANSFERRED_FUNDS,T02306
R008307,P0296,P0277,TRANSFERRED_FUNDS,T02307
R008308,P0358,P0062,TRANSFERRED_FUNDS,T02308
R008309,P0299,P0255,TRANSFERRED_FUNDS,T02309
R008310,P0278,P0422,TRANSFERRED_FUNDS,T02310
R008311,P0225,P0283,TRANSFERRED_FUNDS,T02311
R008312,P0483,P0274,TRANSFERRED_FUNDS,T02312
R008313,P0004,P0326,TRANSFERRED_FUNDS,T02313
R008314,P0304,P0395,TRANSFERRED_FUNDS,T02314
R008315,P0169,P0054,TRANSFERRED_FUNDS,T02315
R008316,P0134,P0408,TRANSFERRED_FUNDS,T02316
R008317,P0139,P0102,TRANSFERRED_FUNDS,T02317
R008318,P0420,P0012,TRANSFERRED_FUNDS,T02318
R008319,P0159,P0347,TRANSFERRED_FUNDS,T02319
R008320,P0315,P0321,TRANSFERRED_FUNDS,T02320
R008321,P0360,P0225,TRANSFERRED_FUNDS,T02321
R008322,P0432,P0303,TRANSFERRED_FUNDS,T02322
R008323,P0006,P0389,TRANSFERRED_FUNDS,T02323
R008324,P0122,P0473,TRANSFERRED_FUNDS,T02324
R008325,P0149,P0460,TRANSFERRED_FUNDS,T02325
R008326,P0282,P0060,TRANSFERRED_FUNDS,T02326
R008327,P0225,P0303,TRANSFERRED_FUNDS,T02327
R008328,P0011,P0321,TRANSFERRED_FUNDS,T02328
R008329,P0386,P0488,TRANSFERRED_FUNDS,T02329
R008330,P0028,P0445,TRANSFERRED_FUNDS,T02330
R008331,P0434,P0448,TRANSFERRED_FUNDS,T02331
R008332,P0423,P0431,TRANSFERRED_FUNDS,T02332
R008333,P0455,P0333,TRANSFERRED_FUNDS,T02333
R008334,P0267,P0144,TRANSFERRED_FUNDS,T02334
R008335,P0408,P0402,TRANSFERRED_FUNDS,T02335
R008336,P0194,P0304,TRANSFERRED_FUNDS,T02336
R008337,P0415,P0092,TRANSFERRED_FUNDS,T02337
R008338,P0267,P0380,TRANSFERRED_FUNDS,T02338
R008339,P0484,P0457,TRANSFERRED_FUNDS,T02339
R008340,P0124,P0260,TRANSFERRED_FUNDS,T02340
R008341,P0008,P0461,TRANSFERRED_FUNDS,T02341
R008342,P0341,P0151,TRANSFERRED_FUNDS,T02342
R008343,P0244,P0211,TRANSFERRED_FUNDS,T02343
R008344,P0437,P0374,TRANSFERRED_FUNDS,T02344
R008345,P0063,P0368,TRANSFERRED_FUNDS,T02345
R008346,P0477,P0450,TRANSFERRED_FUNDS,T02346
R008347,P0043,P0411,TRANSFERRED_FUNDS,T02347
R008348,P0253,P0265,TRANSFERRED_FUNDS,T02348
R008349,P0211,P0145,TRANSFERRED_FUNDS,T02349
R008350,P0211,P0422,TRANSFERRED_FUNDS,T02350
R008351,P0055,P0422,TRANSFERRED_FUNDS,T02351
R008352,P0467,P0318,TRANSFERRED_FUNDS,T02352
R008353,P0398,P0031,TRANSFERRED_FUNDS,T02353
R008354,P0333,P0052,TRANSFERRED_FUNDS,T02354
R008355,P0442,P0175,TRANSFERRED_FUNDS,T02355
R008356,P0283,P0189,TRANSFERRED_FUNDS,T02356
R008357,P0049,P0147,TRANSFERRED_FUNDS,T02357
R008358,P0098,P0393,TRANSFERRED_FUNDS,T02358
R008359,P0325,P0403,TRANSFERRED_FUNDS,T02359
R008360,P0262,P0304,TRANSFERRED_FUNDS,T02360
R008361,P0493,P0025,TRANSFERRED_FUNDS,T02361
R008362,P0355,P0125,TRANSFERRED_FUNDS,T02362
R008363,P0416,P0042,TRANSFERRED_FUNDS,T02363
R008364,P0203,P0026,TRANSFERRED_FUNDS,T02364
R008365,P0204,P0288,TRANSFERRED_FUNDS,T02365
R008366,P0459,P0325,TRANSFERRED_FUNDS,T02366
R008367,P0263,P0395,TRANSFERRED_FUNDS,T02367
R008368,P0040,P0438,TRANSFERRED_FUNDS,T02368
R008369,P0118,P0158,TRANSFERRED_FUNDS,T02369
R008370,P0383,P0024,TRANSFERRED_FUNDS,T02370
R008371,P0332,P0419,TRANSFERRED_FUNDS,T02371
R008372,P0001,P0322,TRANSFERRED_FUNDS,T02372
R008373,P0085,P0483,TRANSFERRED_FUNDS,T02373
R008374,P0361,P0041,TRANSFERRED_FUNDS,T02374
R008375,P0089,P0160,TRANSFERRED_FUNDS,T02375
R008376,P0155,P0378,TRANSFERRED_FUNDS,T02376
R008377,P0390,P0152,TRANSFERRED_FUNDS,T02377
R008378,P0238,P0273,TRANSFERRED_FUNDS,T02378
R008379,P0289,P0212,TRANSFERRED_FUNDS,T02379
R008380,P0478,P0429,TRANSFERRED_FUNDS,T02380
R008381,P0477,P0047,TRANSFERRED_FUNDS,T02381
R008382,P0369,P0374,TRANSFERRED_FUNDS,T02382
R008383,P0185,P0004,TRANSFERRED_FUNDS,T02383
R008384,P0317,P0187,TRANSFERRED_FUNDS,T02384
R008385,P0102,P0323,TRANSFERRED_FUNDS,T02385
R008386,P0227,P0398,TRANSFERRED_FUNDS,T02386
R008387,P0037,P0245,TRANSFERRED_FUNDS,T02387
R008388,P0477,P0055,TRANSFERRED_FUNDS,T02388
R008389,P0206,P0285,TRANSFERRED_FUNDS,T02389
R008390,P0160,P0408,TRANSFERRED_FUNDS,T02390
R008391,P0499,P0016,TRANSFERRED_FUNDS,T02391
R008392,P0159,P0394,TRANSFERRED_FUNDS,T02392
R008393,P0274,P0200,TRANSFERRED_FUNDS,T02393
R008394,P0116,P0400,TRANSFERRED_FUNDS,T02394
R008395,P0029,P0168,TRANSFERRED_FUNDS,T02395
R008396,P0436,P0474,TRANSFERRED_FUNDS,T02396
R008397,P0088,P0043,TRANSFERRED_FUNDS,T02397
