alert_id,entity_id,alert_type,evidence_id,confidence,explanation
A00787,P0398,HIGH_CALL_ACTIVITY,T02593,0.66,Repeated communication was detected between connected entities.
A00788,P0113,UNUSUAL_TRANSACTION,T01866,0.77,Transaction pattern deviates from the synthetic baseline.
A00789,P0443,HIGH_CALL_ACTIVITY,T01080,0.87,Repeated communication was detected between connected entities.
A00790,P0385,HIGH_CALL_ACTIVITY,C03445,0.72,Repeated communication was detected between connected entities.
A00791,P0409,LOCATION_ASSOCIATION,T00467,0.8,A linked vehicle/person was observed at a monitored synthetic location.
A00792,P0243,LOCATION_ASSOCIATION,C05602,0.78,A linked vehicle/person was observed at a monitored synthetic location.
A00793,P0319,LOCATION_ASSOCIATION,F00095,0.78,A linked vehicle/person was observed at a monitored synthetic location.
A00794,P0281,UNUSUAL_TRANSACTION,T00251,0.74,Transaction pattern deviates from the synthetic baseline.
A00795,P0336,DENSE_NETWORK_CLUSTER,T00195,0.88,Entity is located in a densely connected synthetic graph cluster.
A00796,P0305,DENSE_NETWORK_CLUSTER,F00085,0.87,Entity is located in a densely connected synthetic graph cluster.
A00797,P0454,UNUSUAL_TRANSACTION,T01926,0.74,Transaction pattern deviates from the synthetic baseline.
A00798,P0483,DENSE_NETWORK_CLUSTER,C03438,0.8,Entity is located in a densely connected synthetic graph cluster.
A00799,P0372,HIGH_CALL_ACTIVITY,C03706,0.67,Repeated communication was detected between connected entities.
A00800,P0283,LOCATION_ASSOCIATION,C01247,0.88,A linked vehicle/person was observed at a monitored synthetic location.
A00801,P0024,UNUSUAL_TRANSACTION,T01653,0.81,Transaction pattern deviates from the synthetic baseline.
A00802,P0179,UNUSUAL_TRANSACTION,C04483,0.82,Transaction pattern deviates from the synthetic baseline.
A00803,P0486,LOCATION_ASSOCIATION,T00804,0.85,A linked vehicle/person was observed at a monitored synthetic location.
A00804,P0028,HIGH_CALL_ACTIVITY,C05180,0.76,Repeated communication was detected between connected entities.
A00805,P0093,HIGH_CALL_ACTIVITY,F00022,0.61,Repeated communication was detected between connected entities.
A00806,P0174,LOCATION_ASSOCIATION,T00092,0.78,A linked vehicle/person was observed at a monitored synthetic location.
A00807,P0283,UNUSUAL_TRANSACTION,T01906,0.82,Transaction pattern deviates from the synthetic baseline.
A00808,P0457,DENSE_NETWORK_CLUSTER,C03165,0.66,Entity is located in a densely connected synthetic graph cluster.
A00809,P0313,LOCATION_ASSOCIATION,C01918,0.94,A linked vehicle/person was observed at a monitored synthetic location.
A00810,P0339,DENSE_NETWORK_CLUSTER,T01481,0.71,Entity is located in a densely connected synthetic graph cluster.
A00811,P0469,UNUSUAL_TRANSACTION,C02461,0.96,Transaction pattern deviates from the synthetic baseline.
A00812,P0239,LOCATION_ASSOCIATION,T00585,0.92,A linked vehicle/person was observed at a monitored synthetic location.
A00813,P0473,UNUSUAL_TRANSACTION,C00666,0.97,Transaction pattern deviates from the synthetic baseline.
A00814,P0095,LOCATION_ASSOCIATION,C04279,0.84,A linked vehicle/person was observed at a monitored synthetic location.
A00815,P0423,DENSE_NETWORK_CLUSTER,C02070,0.87,Entity is located in a densely connected synthetic graph cluster.
A00816,P0389,LOCATION_ASSOCIATION,C01481,0.76,A linked vehicle/person was observed at a monitored synthetic location.
A00817,P0366,DENSE_NETWORK_CLUSTER,C04456,0.81,Entity is located in a densely connected synthetic graph cluster.
A00818,P0142,LOCATION_ASSOCIATION,F00001,0.69,A linked vehicle/person was observed at a monitored synthetic location.
A00819,P0198,UNUSUAL_TRANSACTION,C04352,0.93,Transaction pattern deviates from the synthetic baseline.
A00820,P0104,UNUSUAL_TRANSACTION,T02408,0.65,Transaction pattern deviates from the synthetic baseline.
A00821,P0390,UNUSUAL_TRANSACTION,C01746,0.8,Transaction pattern deviates from the synthetic baseline.
A00822,P0063,LOCATION_ASSOCIATION,T02495,0.93,A linked vehicle/person was observed at a monitored synthetic location.
A00823,P0017,DENSE_NETWORK_CLUSTER,C01716,0.91,Entity is located in a densely connected synthetic graph cluster.
A00824,P0225,DENSE_NETWORK_CLUSTER,C04073,0.69,Entity is located in a densely connected synthetic graph cluster.
A00825,P0454,LOCATION_ASSOCIATION,C00381,0.75,A linked vehicle/person was observed at a monitored synthetic location.
A00826,P0020,HIGH_CALL_ACTIVITY,C05085,0.77,Repeated communication was detected between connected entities.
A00827,P0303,HIGH_CALL_ACTIVITY,C02313,0.66,Repeated communication was detected between connected entities.
A00828,P0454,DENSE_NETWORK_CLUSTER,T02721,0.9,Entity is located in a densely connected synthetic graph cluster.
A00829,P0396,UNUSUAL_TRANSACTION,F00487,0.96,Transaction pattern deviates from the synthetic baseline.
A00830,P0043,DENSE_NETWORK_CLUSTER,F00362,0.66,Entity is located in a densely connected synthetic graph cluster.
A00831,P0093,HIGH_CALL_ACTIVITY,F00586,0.8,Repeated communication was detected between connected entities.
A00832,P0444,UNUSUAL_TRANSACTION,T02391,0.73,Transaction pattern deviates from the synthetic baseline.
A00833,P0385,LOCATION_ASSOCIATION,C03678,0.66,A linked vehicle/person was observed at a monitored synthetic location.
A00834,P0255,DENSE_NETWORK_CLUSTER,T01762,0.61,Entity is located in a densely connected synthetic graph cluster.
A00835,P0191,UNUSUAL_TRANSACTION,C03444,0.94,Transaction pattern deviates from the synthetic baseline.
A00836,P0047,UNUSUAL_TRANSACTION,F00760,0.74,Transaction pattern deviates from the synthetic baseline.
A00837,P0158,DENSE_NETWORK_CLUSTER,T01006,0.75,Entity is located in a densely connected synthetic graph cluster.
A00838,P0162,UNUSUAL_TRANSACTION,C05546,0.92,Transaction pattern deviates from the synthetic baseline.
A00839,P0436,HIGH_CALL_ACTIVITY,C04383,0.88,Repeated communication was detected between connected entities.
A00840,P0334,DENSE_NETWORK_CLUSTER,C05826,0.94,Entity is located in a densely connected synthetic graph cluster.
A00841,P0129,LOCATION_ASSOCIATION,C05363,0.63,A linked vehicle/person was observed at a monitored synthetic location.
A00842,P0056,LOCATION_ASSOCIATION,F00333,0.81,A linked vehicle/person was observed at a monitored synthetic location.
A00843,P0175,LOCATION_ASSOCIATION,C05712,0.69,A linked vehicle/person was observed at a monitored synthetic location.
A00844,P0477,DENSE_NETWORK_CLUSTER,C02229,0.68,Entity is located in a densely connected synthetic graph cluster.
A00845,P0426,UNUSUAL_TRANSACTION,T01462,0.81,Transaction pattern deviates from the synthetic baseline.
A00846,P0141,UNUSUAL_TRANSACTION,C01699,0.91,Transaction pattern deviates from the synthetic baseline.
A00847,P0332,DENSE_NETWORK_CLUSTER,C04216,0.67,Entity is located in a densely connected synthetic graph cluster.
A00848,P0177,DENSE_NETWORK_CLUSTER,C01224,0.75,Entity is located in a densely connected synthetic graph cluster.
A00849,P0256,UNUSUAL_TRANSACTION,C02369,0.82,Transaction pattern deviates from the synthetic baseline.
A00850,P0242,HIGH_CALL_ACTIVITY,T02189,0.94,Repeated communication was detected between connected entities.
A00851,P0029,HIGH_CALL_ACTIVITY,F00378,0.7,Repeated communication was detected between connected entities.
A00852,P0458,LOCATION_ASSOCIATION,C04725,0.76,A linked vehicle/person was observed at a monitored synthetic location.
A00853,P0384,DENSE_NETWORK_CLUSTER,C02820,0.76,Entity is located in a densely connected synthetic graph cluster.
A00854,P0136,HIGH_CALL_ACTIVITY,C04404,0.71,Repeated communication was detected between connected entities.
A00855,P0109,LOCATION_ASSOCIATION,C01636,0.87,A linked vehicle/person was observed at a monitored synthetic location.
A00856,P0187,DENSE_NETWORK_CLUSTER,C02629,0.68,Entity is located in a densely connected synthetic graph cluster.
A00857,P0285,DENSE_NETWORK_CLUSTER,C01097,0.85,Entity is located in a densely connected synthetic graph cluster.
A00858,P0329,DENSE_NETWORK_CLUSTER,F00620,0.7,Entity is located in a densely connected synthetic graph cluster.
A00859,P0197,LOCATION_ASSOCIATION,C05932,0.63,A linked vehicle/person was observed at a monitored synthetic location.
A00860,P0382,HIGH_CALL_ACTIVITY,T01739,0.65,Repeated communication was detected between connected entities.
A00861,P0146,HIGH_CALL_ACTIVITY,C03813,0.97,Repeated communication was detected between connected entities.
A00862,P0076,HIGH_CALL_ACTIVITY,T02937,0.83,Repeated communication was detected between connected entities.
A00863,P0171,DENSE_NETWORK_CLUSTER,C05592,0.8,Entity is located in a densely connected synthetic graph cluster.
A00864,P0222,DENSE_NETWORK_CLUSTER,C03247,0.78,Entity is located in a densely connected synthetic graph cluster.
A00865,P0209,HIGH_CALL_ACTIVITY,T02641,0.77,Repeated communication was detected between connected entities.
A00866,P0458,HIGH_CALL_ACTIVITY,C05158,0.94,Repeated communication was detected between connected entities.
A00867,P0144,HIGH_CALL_ACTIVITY,T01865,0.94,Repeated communication was detected between connected entities.
A00868,P0382,LOCATION_ASSOCIATION,F00309,0.84,A linked vehicle/person was observed at a monitored synthetic location.
A00869,P0489,UNUSUAL_TRANSACTION,C05732,0.97,Transaction pattern deviates from the synthetic baseline.
A00870,P0260,UNUSUAL_TRANSACTION,T02221,0.88,Transaction pattern deviates from the synthetic baseline.
A00871,P0302,LOCATION_ASSOCIATION,T02045,0.76,A linked vehicle/person was observed at a monitored synthetic location.
A00872,P0197,HIGH_CALL_ACTIVITY,T01919,0.68,Repeated communication was detected between connected entities.
A00873,P0239,HIGH_CALL_ACTIVITY,C04295,0.8,Repeated communication was detected between connected entities.
A00874,P0209,HIGH_CALL_ACTIVITY,C05239,0.85,Repeated communication was detected between connected entities.
A00875,P0302,HIGH_CALL_ACTIVITY,C02974,0.64,Repeated communication was detected between connected entities.
A00876,P0210,HIGH_CALL_ACTIVITY,C03680,0.78,Repeated communication was detected between connected entities.
A00877,P0341,HIGH_CALL_ACTIVITY,T00656,0.94,Repeated communication was detected between connected entities.
A00878,P0137,HIGH_CALL_ACTIVITY,C02814,0.9,Repeated communication was detected between connected entities.
A00879,P0491,LOCATION_ASSOCIATION,C03571,0.77,A linked vehicle/person was observed at a monitored synthetic location.
A00880,P0217,HIGH_CALL_ACTIVITY,C04769,0.62,Repeated communication was detected between connected entities.
A00881,P0379,UNUSUAL_TRANSACTION,F00885,0.91,Transaction pattern deviates from the synthetic baseline.
A00882,P0137,UNUSUAL_TRANSACTION,C02784,0.92,Transaction pattern deviates from the synthetic baseline.
A00883,P0299,LOCATION_ASSOCIATION,C04700,0.96,A linked vehicle/person was observed at a monitored synthetic location.
A00884,P0011,HIGH_CALL_ACTIVITY,C04208,0.83,Repeated communication was detected between connected entities.
A00885,P0421,HIGH_CALL_ACTIVITY,C01433,0.82,Repeated communication was detected between connected entities.
A00886,P0095,DENSE_NETWORK_CLUSTER,C05057,0.83,Entity is located in a densely connected synthetic graph cluster.
A00887,P0309,HIGH_CALL_ACTIVITY,F00064,0.88,Repeated communication was detected between connected entities.
A00888,P0421,HIGH_CALL_ACTIVITY,C01457,0.77,Repeated communication was detected between connected entities.
A00889,P0400,LOCATION_ASSOCIATION,C04340,0.73,A linked vehicle/person was observed at a monitored synthetic location.
A00890,P0330,DENSE_NETWORK_CLUSTER,T01911,0.68,Entity is located in a densely connected synthetic graph cluster.
A00891,P0294,HIGH_CALL_ACTIVITY,C01591,0.64,Repeated communication was detected between connected entities.
A00892,P0057,DENSE_NETWORK_CLUSTER,C01099,0.79,Entity is located in a densely connected synthetic graph cluster.
A00893,P0096,UNUSUAL_TRANSACTION,C00980,0.63,Transaction pattern deviates from the synthetic baseline.
A00894,P0071,HIGH_CALL_ACTIVITY,T01652,0.64,Repeated communication was detected between connected entities.
A00895,P0071,HIGH_CALL_ACTIVITY,C00239,0.81,Repeated communication was detected between connected entities.
A00896,P0156,LOCATION_ASSOCIATION,T00242,0.88,A linked vehicle/person was observed at a monitored synthetic location.
A00897,P0177,UNUSUAL_TRANSACTION,T01984,0.74,Transaction pattern deviates from the synthetic baseline.
A00898,P0440,LOCATION_ASSOCIATION,T00613,0.91,A linked vehicle/person was observed at a monitored synthetic location.
A00899,P0364,HIGH_CALL_ACTIVITY,C02056,0.69,Repeated communication was detected between connected entities.
A00900,P0056,LOCATION_ASSOCIATION,C01329,0.63,A linked vehicle/person was observed at a monitored synthetic location.
A00901,P0254,HIGH_CALL_ACTIVITY,T01007,0.86,Repeated communication was detected between connected entities.
A00902,P0175,UNUSUAL_TRANSACTION,T00483,0.78,Transaction pattern deviates from the synthetic baseline.
A00903,P0222,UNUSUAL_TRANSACTION,C05033,0.97,Transaction pattern deviates from the synthetic baseline.
A00904,P0392,UNUSUAL_TRANSACTION,C01605,0.77,Transaction pattern deviates from the synthetic baseline.
A00905,P0237,DENSE_NETWORK_CLUSTER,F00359,0.74,Entity is located in a densely connected synthetic graph cluster.
A00906,P0108,UNUSUAL_TRANSACTION,C01842,0.61,Transaction pattern deviates from the synthetic baseline.
A00907,P0285,HIGH_CALL_ACTIVITY,F00975,0.92,Repeated communication was detected between connected entities.
A00908,P0446,HIGH_CALL_ACTIVITY,F00297,0.72,Repeated communication was detected between connected entities.
A00909,P0235,HIGH_CALL_ACTIVITY,T00713,0.78,Repeated communication was detected between connected entities.
A00910,P0050,HIGH_CALL_ACTIVITY,C00750,0.86,Repeated communication was detected between connected entities.
A00911,P0394,LOCATION_ASSOCIATION,C00015,0.96,A linked vehicle/person was observed at a monitored synthetic location.
A00912,P0233,LOCATION_ASSOCIATION,C04508,0.65,A linked vehicle/person was observed at a monitored synthetic location.
A00913,P0447,LOCATION_ASSOCIATION,C03113,0.79,A linked vehicle/person was observed at a monitored synthetic location.
A00914,P0446,DENSE_NETWORK_CLUSTER,C03905,0.82,Entity is located in a densely connected synthetic graph cluster.
A00915,P0412,UNUSUAL_TRANSACTION,T02022,0.65,Transaction pattern deviates from the synthetic baseline.
A00916,P0338,HIGH_CALL_ACTIVITY,T00846,0.86,Repeated communication was detected between connected entities.
A00917,P0397,UNUSUAL_TRANSACTION,C00925,0.96,Transaction pattern deviates from the synthetic baseline.
A00918,P0054,HIGH_CALL_ACTIVITY,C05443,0.89,Repeated communication was detected between connected entities.
A00919,P0133,DENSE_NETWORK_CLUSTER,F00496,0.86,Entity is located in a densely connected synthetic graph cluster.
A00920,P0144,DENSE_NETWORK_CLUSTER,C01845,0.6,Entity is located in a densely connected synthetic graph cluster.
A00921,P0436,HIGH_CALL_ACTIVITY,C03962,0.93,Repeated communication was detected between connected entities.
A00922,P0184,LOCATION_ASSOCIATION,C05259,0.64,A linked vehicle/person was observed at a monitored synthetic location.
A00923,P0233,HIGH_CALL_ACTIVITY,C05387,0.86,Repeated communication was detected between connected entities.
A00924,P0336,LOCATION_ASSOCIATION,T01450,0.91,A linked vehicle/person was observed at a monitored synthetic location.
A00925,P0086,DENSE_NETWORK_CLUSTER,F00161,0.82,Entity is located in a densely connected synthetic graph cluster.
A00926,P0353,HIGH_CALL_ACTIVITY,C01851,0.71,Repeated communication was detected between connected entities.
A00927,P0195,HIGH_CALL_ACTIVITY,C02594,0.79,Repeated communication was detected between connected entities.
A00928,P0339,HIGH_CALL_ACTIVITY,C04602,0.66,Repeated communication was detected between connected entities.
A00929,P0008,HIGH_CALL_ACTIVITY,C01627,0.84,Repeated communication was detected between connected entities.
A00930,P0023,LOCATION_ASSOCIATION,T00987,0.95,A linked vehicle/person was observed at a monitored synthetic location.
A00931,P0228,LOCATION_ASSOCIATION,F00376,0.94,A linked vehicle/person was observed at a monitored synthetic location.
A00932,P0214,LOCATION_ASSOCIATION,F00328,0.82,A linked vehicle/person was observed at a monitored synthetic location.
A00933,P0264,DENSE_NETWORK_CLUSTER,T02383,0.8,Entity is located in a densely connected synthetic graph cluster.
A00934,P0390,LOCATION_ASSOCIATION,F00178,0.8,A linked vehicle/person was observed at a monitored synthetic location.
A00935,P0335,HIGH_CALL_ACTIVITY,T02958,0.64,Repeated communication was detected between connected entities.
A00936,P0285,DENSE_NETWORK_CLUSTER,T00283,0.77,Entity is located in a densely connected synthetic graph cluster.
A00937,P0405,HIGH_CALL_ACTIVITY,T01193,0.64,Repeated communication was detected between connected entities.
A00938,P0482,LOCATION_ASSOCIATION,C00407,0.85,A linked vehicle/person was observed at a monitored synthetic location.
A00939,P0466,UNUSUAL_TRANSACTION,C05095,0.76,Transaction pattern deviates from the synthetic baseline.
A00940,P0473,LOCATION_ASSOCIATION,T02839,0.62,A linked vehicle/person was observed at a monitored synthetic location.
A00941,P0433,UNUSUAL_TRANSACTION,C05964,0.84,Transaction pattern deviates from the synthetic baseline.
A00942,P0303,UNUSUAL_TRANSACTION,T01135,0.68,Transaction pattern deviates from the synthetic baseline.
A00943,P0331,HIGH_CALL_ACTIVITY,T02955,0.66,Repeated communication was detected between connected entities.
A00944,P0269,UNUSUAL_TRANSACTION,C01215,0.8,Transaction pattern deviates from the synthetic baseline.
A00945,P0088,LOCATION_ASSOCIATION,C03424,0.8,A linked vehicle/person was observed at a monitored synthetic location.
A00946,P0358,UNUSUAL_TRANSACTION,C01523,0.86,Transaction pattern deviates from the synthetic baseline.
A00947,P0026,HIGH_CALL_ACTIVITY,T02647,0.85,Repeated communication was detected between connected entities.
A00948,P0172,UNUSUAL_TRANSACTION,C03338,0.92,Transaction pattern deviates from the synthetic baseline.
A00949,P0199,DENSE_NETWORK_CLUSTER,T00628,0.84,Entity is located in a densely connected synthetic graph cluster.
A00950,P0335,LOCATION_ASSOCIATION,T02132,0.73,A linked vehicle/person was observed at a monitored synthetic location.
A00951,P0284,LOCATION_ASSOCIATION,C02172,0.67,A linked vehicle/person was observed at a monitored synthetic location.
A00952,P0393,UNUSUAL_TRANSACTION,C05027,0.83,Transaction pattern deviates from the synthetic baseline.
A00953,P0008,DENSE_NETWORK_CLUSTER,T00627,0.93,Entity is located in a densely connected synthetic graph cluster.
A00954,P0124,HIGH_CALL_ACTIVITY,C02134,0.74,Repeated communication was detected between connected entities.
A00955,P0057,DENSE_NETWORK_CLUSTER,C00078,0.88,Entity is located in a densely connected synthetic graph cluster.
A00956,P0066,HIGH_CALL_ACTIVITY,C03395,0.92,Repeated communication was detected between connected entities.
A00957,P0364,DENSE_NETWORK_CLUSTER,F00537,0.83,Entity is located in a densely connected synthetic graph cluster.
A00958,P0136,LOCATION_ASSOCIATION,C00951,0.95,A linked vehicle/person was observed at a monitored synthetic location.
A00959,P0414,LOCATION_ASSOCIATION,F00664,0.73,A linked vehicle/person was observed at a monitored synthetic location.
A00960,P0362,HIGH_CALL_ACTIVITY,C02153,0.69,Repeated communication was detected between connected entities.
A00961,P0470,DENSE_NETWORK_CLUSTER,T01584,0.94,Entity is located in a densely connected synthetic graph cluster.
A00962,P0333,LOCATION_ASSOCIATION,C02621,0.65,A linked vehicle/person was observed at a monitored synthetic location.
A00963,P0186,LOCATION_ASSOCIATION,F00250,0.93,A linked vehicle/person was observed at a monitored synthetic location.
A00964,P0403,DENSE_NETWORK_CLUSTER,T01696,0.89,Entity is located in a densely connected synthetic graph cluster.
A00965,P0179,UNUSUAL_TRANSACTION,C03803,0.6,Transaction pattern deviates from the synthetic baseline.
A00966,P0304,HIGH_CALL_ACTIVITY,T01946,0.95,Repeated communication was detected between connected entities.
A00967,P0078,DENSE_NETWORK_CLUSTER,C02725,0.81,Entity is located in a densely connected synthetic graph cluster.
A00968,P0046,LOCATION_ASSOCIATION,C01021,0.89,A linked vehicle/person was observed at a monitored synthetic location.
A00969,P0342,HIGH_CALL_ACTIVITY,T01156,0.91,Repeated communication was detected between connected entities.
A00970,P0017,UNUSUAL_TRANSACTION,C04726,0.9,Transaction pattern deviates from the synthetic baseline.
A00971,P0384,HIGH_CALL_ACTIVITY,C05270,0.72,Repeated communication was detected between connected entities.
A00972,P0009,DENSE_NETWORK_CLUSTER,T01031,0.94,Entity is located in a densely connected synthetic graph cluster.
A00973,P0218,LOCATION_ASSOCIATION,C04641,0.62,A linked vehicle/person was observed at a monitored synthetic location.
A00974,P0412,DENSE_NETWORK_CLUSTER,F00643,0.64,Entity is located in a densely connected synthetic graph cluster.
A00975,P0395,DENSE_NETWORK_CLUSTER,C00435,0.72,Entity is located in a densely connected synthetic graph cluster.
A00976,P0322,UNUSUAL_TRANSACTION,C01975,0.89,Transaction pattern deviates from the synthetic baseline.
A00977,P0490,HIGH_CALL_ACTIVITY,C02718,0.92,Repeated communication was detected between connected entities.
A00978,P0334,HIGH_CALL_ACTIVITY,C03834,0.72,Repeated communication was detected between connected entities.
A00979,P0218,DENSE_NETWORK_CLUSTER,C02690,0.83,Entity is located in a densely connected synthetic graph cluster.
A00980,P0236,HIGH_CALL_ACTIVITY,C03039,0.87,Repeated communication was detected between connected entities.
A00981,P0390,DENSE_NETWORK_CLUSTER,T02654,0.71,Entity is located in a densely connected synthetic graph cluster.
A00982,P0179,DENSE_NETWORK_CLUSTER,C05339,0.72,Entity is located in a densely connected synthetic graph cluster.
A00983,P0027,UNUSUAL_TRANSACTION,C03201,0.67,Transaction pattern deviates from the synthetic baseline.
A00984,P0002,LOCATION_ASSOCIATION,T02022,0.88,A linked vehicle/person was observed at a monitored synthetic location.
A00985,P0377,HIGH_CALL_ACTIVITY,T01672,0.64,Repeated communication was detected between connected entities.
A00986,P0358,LOCATION_ASSOCIATION,C00663,0.66,A linked vehicle/person was observed at a monitored synthetic location.
A00987,P0017,DENSE_NETWORK_CLUSTER,C01830,0.67,Entity is located in a densely connected synthetic graph cluster.
A00988,P0428,DENSE_NETWORK_CLUSTER,T02132,0.97,Entity is located in a densely connected synthetic graph cluster.
A00989,P0319,UNUSUAL_TRANSACTION,C00945,0.64,Transaction pattern deviates from the synthetic baseline.
A00990,P0130,DENSE_NETWORK_CLUSTER,C00697,0.8,Entity is located in a densely connected synthetic graph cluster.
A00991,P0424,HIGH_CALL_ACTIVITY,C01831,0.85,Repeated communication was detected between connected entities.
A00992,P0314,HIGH_CALL_ACTIVITY,T01291,0.65,Repeated communication was detected between connected entities.
A00993,P0201,LOCATION_ASSOCIATION,T01550,0.72,A linked vehicle/person was observed at a monitored synthetic location.
A00994,P0387,LOCATION_ASSOCIATION,C02834,0.83,A linked vehicle/person was observed at a monitored synthetic location.
A00995,P0328,HIGH_CALL_ACTIVITY,T02017,0.76,Repeated communication was detected between connected entities.
A00996,P0122,HIGH_CALL_ACTIVITY,C00656,0.66,Repeated communication was detected between connected entities.
A00997,P0090,HIGH_CALL_ACTIVITY,C00006,0.8,Repeated communication was detected between connected entities.
A00998,P0481,LOCATION_ASSOCIATION,C01476,0.85,A linked vehicle/person was observed at a monitored synthetic location.
A00999,P0046,UNUSUAL_TRANSACTION,T00600,0.61,Transaction pattern deviates from the synthetic baseline.
A01000,P0265,DENSE_NETWORK_CLUSTER,C02114,0.89,Entity is located in a densely connected synthetic graph cluster.
A01001,P0060,DENSE_NETWORK_CLUSTER,C04760,0.83,Entity is located in a densely connected synthetic graph cluster.
A01002,P0393,HIGH_CALL_ACTIVITY,C00317,0.96,Repeated communication was detected between connected entities.
A01003,P0073,DENSE_NETWORK_CLUSTER,T02566,0.63,Entity is located in a densely connected synthetic graph cluster.
A01004,P0354,HIGH_CALL_ACTIVITY,C03070,0.72,Repeated communication was detected between connected entities.
A01005,P0160,LOCATION_ASSOCIATION,T02786,0.93,A linked vehicle/person was observed at a monitored synthetic location.
A01006,P0403,LOCATION_ASSOCIATION,C03334,0.96,A linked vehicle/person was observed at a monitored synthetic location.
A01007,P0256,HIGH_CALL_ACTIVITY,T00994,0.8,Repeated communication was detected between connected entities.
A01008,P0489,UNUSUAL_TRANSACTION,C05741,0.84,Transaction pattern deviates from the synthetic baseline.
A01009,P0459,LOCATION_ASSOCIATION,T00703,0.78,A linked vehicle/person was observed at a monitored synthetic location.
A01010,P0336,UNUSUAL_TRANSACTION,F00503,0.95,Transaction pattern deviates from the synthetic baseline.
A01011,P0476,UNUSUAL_TRANSACTION,C01242,0.67,Transaction pattern deviates from the synthetic baseline.
A01012,P0257,LOCATION_ASSOCIATION,C05012,0.64,A linked vehicle/person was observed at a monitored synthetic location.
A01013,P0033,LOCATION_ASSOCIATION,C04700,0.71,A linked vehicle/person was observed at a monitored synthetic location.
A01014,P0459,HIGH_CALL_ACTIVITY,F00601,0.74,Repeated communication was detected between connected entities.
A01015,P0274,UNUSUAL_TRANSACTION,T02014,0.86,Transaction pattern deviates from the synthetic baseline.
A01016,P0098,UNUSUAL_TRANSACTION,C05139,0.66,Transaction pattern deviates from the synthetic baseline.
A01017,P0130,HIGH_CALL_ACTIVITY,T02024,0.87,Repeated communication was detected between connected entities.
A01018,P0212,LOCATION_ASSOCIATION,C01620,0.97,A linked vehicle/person was observed at a monitored synthetic location.
A01019,P0296,UNUSUAL_TRANSACTION,C03169,0.67,Transaction pattern deviates from the synthetic baseline.
A01020,P0481,UNUSUAL_TRANSACTION,C05457,0.79,Transaction pattern deviates from the synthetic baseline.
A01021,P0110,DENSE_NETWORK_CLUSTER,C04294,0.89,Entity is located in a densely connected synthetic graph cluster.
A01022,P0454,LOCATION_ASSOCIATION,T02443,0.62,A linked vehicle/person was observed at a monitored synthetic location.
A01023,P0269,HIGH_CALL_ACTIVITY,T01560,0.75,Repeated communication was detected between connected entities.
A01024,P0147,HIGH_CALL_ACTIVITY,C03203,0.84,Repeated communication was detected between connected entities.
A01025,P0209,HIGH_CALL_ACTIVITY,F00220,0.6,Repeated communication was detected between connected entities.
A01026,P0308,UNUSUAL_TRANSACTION,C04899,0.87,Transaction pattern deviates from the synthetic baseline.
A01027,P0092,UNUSUAL_TRANSACTION,C00175,0.81,Transaction pattern deviates from the synthetic baseline.
A01028,P0023,UNUSUAL_TRANSACTION,C02242,0.73,Transaction pattern deviates from the synthetic baseline.
A01029,P0117,DENSE_NETWORK_CLUSTER,T02766,0.66,Entity is located in a densely connected synthetic graph cluster.
A01030,P0024,LOCATION_ASSOCIATION,T00644,0.77,A linked vehicle/person was observed at a monitored synthetic location.
A01031,P0494,HIGH_CALL_ACTIVITY,C03458,0.95,Repeated communication was detected between connected entities.
A01032,P0460,UNUSUAL_TRANSACTION,T00878,0.74,Transaction pattern deviates from the synthetic baseline.
A01033,P0065,LOCATION_ASSOCIATION,T00748,0.87,A linked vehicle/person was observed at a monitored synthetic location.
A01034,P0010,LOCATION_ASSOCIATION,T00102,0.95,A linked vehicle/person was observed at a monitored synthetic location.
A01035,P0151,HIGH_CALL_ACTIVITY,C05141,0.69,Repeated communication was detected between connected entities.
A01036,P0205,LOCATION_ASSOCIATION,C00985,0.65,A linked vehicle/person was observed at a monitored synthetic location.
A01037,P0218,DENSE_NETWORK_CLUSTER,C01338,0.72,Entity is located in a densely connected synthetic graph cluster.
A01038,P0383,LOCATION_ASSOCIATION,C05149,0.72,A linked vehicle/person was observed at a monitored synthetic location.
A01039,P0403,LOCATION_ASSOCIATION,C00114,0.71,A linked vehicle/person was observed at a monitored synthetic location.
A01040,P0131,HIGH_CALL_ACTIVITY,T01880,0.63,Repeated communication was detected between connected entities.
A01041,P0023,HIGH_CALL_ACTIVITY,T01895,0.81,Repeated communication was detected between connected entities.
A01042,P0272,DENSE_NETWORK_CLUSTER,F00423,0.85,Entity is located in a densely connected synthetic graph cluster.
A01043,P0466,UNUSUAL_TRANSACTION,C04307,0.96,Transaction pattern deviates from the synthetic baseline.
A01044,P0340,DENSE_NETWORK_CLUSTER,C05972,0.76,Entity is located in a densely connected synthetic graph cluster.
A01045,P0103,LOCATION_ASSOCIATION,T01050,0.91,A linked vehicle/person was observed at a monitored synthetic location.
A01046,P0154,UNUSUAL_TRANSACTION,C00399,0.97,Transaction pattern deviates from the synthetic baseline.
A01047,P0342,HIGH_CALL_ACTIVITY,C05325,0.87,Repeated communication was detected between connected entities.
A01048,P0314,UNUSUAL_TRANSACTION,C05604,0.92,Transaction pattern deviates from the synthetic baseline.
A01049,P0112,HIGH_CALL_ACTIVITY,C01804,0.93,Repeated communication was detected between connected entities.
